Index_Vertex nbTriangle nbInTr x y ux uy Elast AR BR IR GR ER FR A1 A2 B12 C3 Defxx Defxy Defyx Defyy Density 
67 0 0 -0.879551 1.50895 -0.00342379 0.0083136 3.82017e+07 1.59393e+08 7.20884e+07 1.3173e+07 0 1.30413e+08 0 1.59393e+08 1.30413e+08 7.20884e+07 1.3173e+07 0.00296257 0.00123888 0.00402035 0.00137633 0.0151073
52 0 1 -1.12599 1.60667 -0.00428443 0.0086584 5.7049e+06 2.38032e+07 1.07654e+07 1.96721e+06 0 1.94753e+07 0 2.38032e+07 1.94753e+07 1.07654e+07 1.96721e+06 0.00608444 -0.000186182 -0.00483886 0.0110527 0.0136089
53 0 2 -1.06088 1.34078 -0.00467174 0.00748384 3.35114e+07 1.39823e+08 6.32374e+07 1.15556e+07 0 1.14401e+08 0 1.39823e+08 1.14401e+08 6.32374e+07 1.15556e+07 0.00353998 0.00568765 0.00422504 0.00130003 0.0165792
77 1 0 -0.715604 1.91787 -0.00272461 0.0100575 2.3493e+07 9.80224e+07 4.43323e+07 8.10103e+06 0 8.02002e+07 0 9.80224e+07 8.02002e+07 4.43323e+07 8.10103e+06 0.00177304 0.00114564 -0.00274118 0.0037044 0.0114367
63 1 1 -0.896639 1.74956 -0.00327606 0.00919043 5.71936e+06 2.38635e+07 1.07927e+07 1.97219e+06 0 1.95247e+07 0 2.38635e+07 1.95247e+07 1.07927e+07 1.97219e+06 0.0107637 -0.0023084 -0.00419095 0.00784988 0.0126524
80 1 2 -0.679486 1.65984 -0.00251205 0.00907819 4.21091e+07 1.75697e+08 7.94617e+07 1.45204e+07 0 1.43752e+08 0 1.75697e+08 1.43752e+08 7.94617e+07 1.45204e+07 0.000722638 0.00262969 0.00317814 0.00362865 0.0138207
61 2 0 -0.924192 2.00687 -0.00407558 0.0109751 9.65564e+06 4.02873e+07 1.82206e+07 3.32953e+06 0 3.29624e+07 0 4.02873e+07 3.29624e+07 1.82206e+07 3.32953e+06 0.0101007 -0.00618136 0.000210583 0.00511263 0.0107308
47 2 1 -1.15059 2.05354 -0.00496577 0.0106949 3.39215e+07 1.41534e+08 6.40114e+07 1.16971e+07 0 1.15801e+08 0 1.41534e+08 1.15801e+08 6.40114e+07 1.16971e+07 0.00201488 0.00215888 5.84119e-05 0.00287486 0.0104753
49 2 2 -1.0776 1.84179 -0.00464638 0.0101578 3.17344e+07 1.32409e+08 5.98842e+07 1.09429e+07 0 1.08335e+08 0 1.32409e+08 1.08335e+08 5.98842e+07 1.09429e+07 0.00122584 0.00184362 0.000255511 0.00136018 0.011782
18 3 0 -1.63793 2.02238 -0.00584148 0.0098378 2.40062e+07 1.00164e+08 4.53008e+07 8.27801e+06 0 8.19523e+07 0 1.00164e+08 8.19523e+07 4.53008e+07 8.27801e+06 0.00251953 0.00521869 0.00142137 0.0049413 0.0112061
25 3 1 -1.49242 1.84234 -0.00553712 0.00971765 2.32682e+07 9.70844e+07 4.39081e+07 8.0235e+06 0 7.94327e+07 0 9.70844e+07 7.94327e+07 4.39081e+07 8.0235e+06 0.00313142 0.00256327 -0.00118488 0.00324546 0.0118304
31 3 2 -1.38272 2.07362 -0.00532185 0.0104782 5.72723e+07 2.38964e+08 1.08075e+08 1.97491e+07 0 1.95516e+08 0 2.38964e+08 1.95516e+08 1.08075e+08 1.97491e+07 0.000990645 -0.000522062 -7.01459e-05 0.0019069 0.0105602
36 4 0 -1.4084 1.58736 -0.00551021 0.00832106 8.76895e+06 3.65877e+07 1.65474e+07 3.02378e+06 0 2.99354e+07 0 3.65877e+07 2.99354e+07 1.65474e+07 3.02378e+06 0.00295216 0.00399371 0.00297858 0.00986998 0.0134526
52 4 1 -1.12599 1.60667 -0.00428443 0.0086584 5.7049e+06 2.38032e+07 1.07654e+07 1.96721e+06 0 1.94753e+07 0 2.38032e+07 1.94753e+07 1.07654e+07 1.96721e+06 0.00608444 -0.000186182 -0.00483886 0.0110527 0.0136089
37 4 2 -1.28035 1.82575 -0.00506162 0.00987316 4.87015e+07 2.03203e+08 9.19019e+07 1.67936e+07 0 1.66257e+08 0 2.03203e+08 1.66257e+08 9.19019e+07 1.67936e+07 0.00114921 -0.00073326 -0.00141806 0.00140047 0.0118342
24 5 0 -1.66658 1.44859 -0.00631303 0.00746873 5.1964e+07 2.16815e+08 9.80585e+07 1.79186e+07 0 1.77394e+08 0 2.16815e+08 1.77394e+08 9.80585e+07 1.79186e+07 0.000980292 -0.00136619 -0.00120704 0.00284602 0.0143972
27 5 1 -1.47097 1.31917 -0.00587566 0.00675083 2.35531e+07 9.82733e+07 4.44458e+07 8.12176e+06 0 8.04054e+07 0 9.82733e+07 8.04054e+07 4.44458e+07 8.12176e+06 0.00343066 -0.00218151 0.0020055 0.00354796 0.0156086
36 5 2 -1.4084 1.58736 -0.00551021 0.00832106 8.76895e+06 3.65877e+07 1.65474e+07 3.02378e+06 0 2.99354e+07 0 3.65877e+07 2.99354e+07 1.65474e+07 3.02378e+06 0.00295216 0.00399371 0.00297858 0.00986998 0.0134526
11 6 0 -1.80159 1.66909 -0.0065904 0.00817037 5.34768e+07 2.23127e+08 1.00913e+08 1.84403e+07 0 1.82559e+08 0 2.23127e+08 1.82559e+08 1.00913e+08 1.84403e+07 0.00102912 -0.000432637 -7.84536e-05 0.00241661 0.0132085
24 6 1 -1.66658 1.44859 -0.00631303 0.00746873 5.1964e+07 2.16815e+08 9.80585e+07 1.79186e+07 0 1.77394e+08 0 2.16815e+08 1.77394e+08 9.80585e+07 1.79186e+07 0.000980292 -0.00136619 -0.00120704 0.00284602 0.0143972
23 6 2 -1.60432 1.66308 -0.00629394 0.00835462 8.68016e+06 3.62172e+07 1.63799e+07 2.99316e+06 0 2.96323e+07 0 3.62172e+07 2.96323e+07 1.63799e+07 2.99316e+06 0.00256207 0.00233926 0.00392453 0.00712404 0.0129598
12 7 0 -1.86595 1.48529 -0.00667668 0.00765356 2.84829e+07 1.18843e+08 5.37486e+07 9.8217e+06 0 9.72348e+07 0 1.18843e+08 9.72348e+07 5.37486e+07 9.8217e+06 0.00241108 0.000614567 -0.000187301 0.00314325 0.0143598
10 7 1 -1.91397 1.29656 -0.0069927 0.00691439 3.01089e+07 1.25627e+08 5.68168e+07 1.03824e+07 0 1.02785e+08 0 1.25627e+08 1.02785e+08 5.68168e+07 1.03824e+07 0.00201641 0.0025411 0.0025774 0.00400708 0.0156291
24 7 2 -1.66658 1.44859 -0.00631303 0.00746873 5.1964e+07 2.16815e+08 9.80585e+07 1.79186e+07 0 1.77394e+08 0 2.16815e+08 1.77394e+08 9.80585e+07 1.79186e+07 0.000980292 -0.00136619 -0.00120704 0.00284602 0.0143972
24 8 0 -1.66658 1.44859 -0.00631303 0.00746873 5.1964e+07 2.16815e+08 9.80585e+07 1.79186e+07 0 1.77394e+08 0 2.16815e+08 1.77394e+08 9.80585e+07 1.79186e+07 0.000980292 -0.00136619 -0.00120704 0.00284602 0.0143972
10 8 1 -1.91397 1.29656 -0.0069927 0.00691439 3.01089e+07 1.25627e+08 5.68168e+07 1.03824e+07 0 1.02785e+08 0 1.25627e+08 1.02785e+08 5.68168e+07 1.03824e+07 0.00201641 0.0025411 0.0025774 0.00400708 0.0156291
15 8 2 -1.70046 1.20035 -0.00683255 0.00681842 3.26669e+07 1.363e+08 6.16439e+07 1.12644e+07 0 1.11518e+08 0 1.363e+08 1.11518e+08 6.16439e+07 1.12644e+07 0.00186826 -0.00186527 0.00386696 0.00313096 0.0162811
15 9 0 -1.70046 1.20035 -0.00683255 0.00681842 3.26669e+07 1.363e+08 6.16439e+07 1.12644e+07 0 1.11518e+08 0 1.363e+08 1.11518e+08 6.16439e+07 1.12644e+07 0.00186826 -0.00186527 0.00386696 0.00313096 0.0162811
10 9 1 -1.91397 1.29656 -0.0069927 0.00691439 3.01089e+07 1.25627e+08 5.68168e+07 1.03824e+07 0 1.02785e+08 0 1.25627e+08 1.02785e+08 5.68168e+07 1.03824e+07 0.00201641 0.0025411 0.0025774 0.00400708 0.0156291
6 9 2 -1.95443 1.10606 -0.00818102 0.00553679 1.47551e+07 6.15645e+07 2.78436e+07 5.08797e+06 0 5.03709e+07 0 6.15645e+07 5.03709e+07 2.78436e+07 5.08797e+06 0.00359409 0.00677752 0.00843643 0.00861409 0.0170112
39 10 0 -1.25743 1.18677 -0.00568768 0.00621746 4.60254e+07 1.92037e+08 8.68521e+07 1.58708e+07 0 1.57121e+08 0 1.92037e+08 1.57121e+08 8.68521e+07 1.58708e+07 0.000644 0.000442636 0.00464702 0.00335188 0.0176964
38 10 1 -1.26575 1.41571 -0.00507646 0.007054 2.57604e+07 1.07483e+08 4.86111e+07 8.88291e+06 0 8.79408e+07 0 1.07483e+08 8.79408e+07 4.86111e+07 8.88291e+06 0.00299668 3.30732e-05 0.0017319 0.00275098 0.0151362
27 10 2 -1.47097 1.31917 -0.00587566 0.00675083 2.35531e+07 9.82733e+07 4.44458e+07 8.12176e+06 0 8.04054e+07 0 9.82733e+07 8.04054e+07 4.44458e+07 8.12176e+06 0.00343066 -0.00218151 0.0020055 0.00354796 0.0156086
51 11 0 -1.02039 1.07377 -0.00538773 0.00671381 5.27882e+06 2.20254e+07 9.96138e+06 1.82028e+06 0 1.80208e+07 0 2.20254e+07 1.80208e+07 9.96138e+06 1.82028e+06 0.00424992 0.00440286 0.0101023 0.00946253 0.020667
39 11 1 -1.25743 1.18677 -0.00568768 0.00621746 4.60254e+07 1.92037e+08 8.68521e+07 1.58708e+07 0 1.57121e+08 0 1.92037e+08 1.57121e+08 8.68521e+07 1.58708e+07 0.000644 0.000442636 0.00464702 0.00335188 0.0176964
35 11 2 -1.25879 0.952907 -0.00661997 0.00547657 5.34017e+07 2.22814e+08 1.00771e+08 1.84144e+07 0 1.82302e+08 0 2.22814e+08 1.82302e+08 1.00771e+08 1.84144e+07 -0.000359282 0.000970235 0.0026143 0.000412807 0.0208838
53 12 0 -1.06088 1.34078 -0.00467174 0.00748384 3.35114e+07 1.39823e+08 6.32374e+07 1.15556e+07 0 1.14401e+08 0 1.39823e+08 1.14401e+08 6.32374e+07 1.15556e+07 0.00353998 0.00568765 0.00422504 0.00130003 0.0165792
38 12 1 -1.26575 1.41571 -0.00507646 0.007054 2.57604e+07 1.07483e+08 4.86111e+07 8.88291e+06 0 8.79408e+07 0 1.07483e+08 8.79408e+07 4.86111e+07 8.88291e+06 0.00299668 3.30732e-05 0.0017319 0.00275098 0.0151362
39 12 2 -1.25743 1.18677 -0.00568768 0.00621746 4.60254e+07 1.92037e+08 8.68521e+07 1.58708e+07 0 1.57121e+08 0 1.92037e+08 1.57121e+08 8.68521e+07 1.58708e+07 0.000644 0.000442636 0.00464702 0.00335188 0.0176964
36 13 0 -1.4084 1.58736 -0.00551021 0.00832106 8.76895e+06 3.65877e+07 1.65474e+07 3.02378e+06 0 2.99354e+07 0 3.65877e+07 2.99354e+07 1.65474e+07 3.02378e+06 0.00295216 0.00399371 0.00297858 0.00986998 0.0134526
