Index_Vertex nbTriangle nbInTr x y ux uy Elast AR BR IR GR ER FR A1 A2 B12 C3 Defxx Defxy Defyx Defyy Density 
63 0 0 0.94109 0.348519 0.00240379 0.00148776 1.58961e+07 6.63251e+07 2.99967e+07 5.48141e+06 0 5.4266e+07 0 6.63251e+07 5.4266e+07 2.99967e+07 5.48141e+06 0.00280299 -3.42308e-06 0.000371176 0.00601904 0.0914922
66 0 1 1.15557 0.213177 0.00250098 0.000692345 4.20417e+07 1.75415e+08 7.93346e+07 1.44971e+07 0 1.43522e+08 0 1.75415e+08 1.43522e+08 7.93346e+07 1.44971e+07 0.000605447 -0.00169085 0.00359409 0.00305013 0.095363
62 0 2 1.13183 0.486925 0.00298686 0.00165904 3.85861e+07 1.60997e+08 7.28138e+07 1.33056e+07 0 1.31725e+08 0 1.60997e+08 1.31725e+08 7.28138e+07 1.33056e+07 0.0014331 -0.00306763 -0.000478135 0.00305012 0.0866517
57 1 0 1.0311 0.741053 0.00272829 0.0027243 3.74536e+07 1.56272e+08 7.06766e+07 1.2915e+07 0 1.27859e+08 0 1.56272e+08 1.27859e+08 7.06766e+07 1.2915e+07 0.00204993 -0.001386 -0.000247231 0.00261186 0.0793573
58 1 1 0.88721 0.555911 0.00251523 0.0024189 3.19044e+07 1.33118e+08 6.0205e+07 1.10015e+07 0 1.08915e+08 0 1.33118e+08 1.08915e+08 6.0205e+07 1.10015e+07 0.00217365 -0.000760146 0.000540909 0.0031486 0.0833347
62 1 2 1.13183 0.486925 0.00298686 0.00165904 3.85861e+07 1.60997e+08 7.28138e+07 1.33056e+07 0 1.31725e+08 0 1.60997e+08 1.31725e+08 7.28138e+07 1.33056e+07 0.0014331 -0.00306763 -0.000478135 0.00305012 0.0866517
67 2 0 0.943586 0.163862 0.00187949 0.00070718 3.18996e+07 1.33098e+08 6.01959e+07 1.09999e+07 0 1.08899e+08 0 1.33098e+08 1.08899e+08 6.01959e+07 1.09999e+07 0.00316841 0.000273927 0.00538809 0.00243896 0.101216
68 2 1 0.8 2.1455e-24 6.34921e-27 3.73703e-26 5.15221e+07 2.14972e+08 9.72245e+07 1.77662e+07 0 1.75886e+08 0 2.14972e+08 1.75886e+08 9.72245e+07 1.77662e+07 -1.09147e-25 -5.79308e-25 0.0126085 0.0019562 0.117532
69 2 2 1 8.7022e-25 -4.46049e-27 2.14785e-26 7.86062e+06 3.27977e+07 1.48333e+07 2.71056e+06 0 2.68345e+07 0 3.27977e+07 2.68345e+07 1.48333e+07 2.71056e+06 0.00494543 -0.00271986 0.0196996 0.00657333 0.111316
58 3 0 0.88721 0.555911 0.00251523 0.0024189 3.19044e+07 1.33118e+08 6.0205e+07 1.10015e+07 0 1.08915e+08 0 1.33118e+08 1.08915e+08 6.0205e+07 1.10015e+07 0.00217365 -0.000760146 0.000540909 0.0031486 0.0833347
59 3 1 0.711068 0.398029 0.00191745 0.00199779 4.12368e+07 1.72057e+08 7.78158e+07 1.42196e+07 0 1.40774e+08 0 1.72057e+08 1.40774e+08 7.78158e+07 1.42196e+07 0.00165404 0.0018574 0.00410274 0.0019342 0.0900095
63 3 2 0.94109 0.348519 0.00240379 0.00148776 1.58961e+07 6.63251e+07 2.99967e+07 5.48141e+06 0 5.4266e+07 0 6.63251e+07 5.4266e+07 2.99967e+07 5.48141e+06 0.00280299 -3.42308e-06 0.000371176 0.00601904 0.0914922
60 4 0 0.544965 0.210143 0.000961176 0.00100438 3.52984e+07 1.47279e+08 6.66096e+07 1.21719e+07 0 1.20501e+08 0 1.47279e+08 1.20501e+08 6.66096e+07 1.21719e+07 0.00172652 0.00160252 0.00312175 0.00289041 0.102309
65 4 1 0.6 2.23045e-24 -3.09232e-28 3.46229e-26 2.11175e+07 8.81111e+07 3.98498e+07 7.28191e+06 0 7.20909e+07 0 8.81111e+07 7.20909e+07 3.98498e+07 7.28191e+06 -1.03979e-25 -6.5011e-25 0.00741537 0.00723083 0.119901
64 4 2 0.749048 0.194455 0.00144657 0.000979401 8.88014e+06 3.70516e+07 1.67572e+07 3.06212e+06 0 3.0315e+07 0 3.70516e+07 3.0315e+07 1.67572e+07 3.06212e+06 0.00445191 -0.00338786 0.00343628 0.00722941 0.102009
67 5 0 0.943586 0.163862 0.00187949 0.00070718 3.18996e+07 1.33098e+08 6.01959e+07 1.09999e+07 0 1.08899e+08 0 1.33098e+08 1.08899e+08 6.01959e+07 1.09999e+07 0.00316841 0.000273927 0.00538809 0.00243896 0.101216
64 5 1 0.749048 0.194455 0.00144657 0.000979401 8.88014e+06 3.70516e+07 1.67572e+07 3.06212e+06 0 3.0315e+07 0 3.70516e+07 3.0315e+07 1.67572e+07 3.06212e+06 0.00445191 -0.00338786 0.00343628 0.00722941 0.102009
68 5 2 0.8 2.1455e-24 6.34921e-27 3.73703e-26 5.15221e+07 2.14972e+08 9.72245e+07 1.77662e+07 0 1.75886e+08 0 2.14972e+08 1.75886e+08 9.72245e+07 1.77662e+07 -1.09147e-25 -5.79308e-25 0.0126085 0.0019562 0.117532
66 6 0 1.15557 0.213177 0.00250098 0.000692345 4.20417e+07 1.75415e+08 7.93346e+07 1.44971e+07 0 1.43522e+08 0 1.75415e+08 1.43522e+08 7.93346e+07 1.44971e+07 0.000605447 -0.00169085 0.00359409 0.00305013 0.095363
67 6 1 0.943586 0.163862 0.00187949 0.00070718 3.18996e+07 1.33098e+08 6.01959e+07 1.09999e+07 0 1.08899e+08 0 1.33098e+08 1.08899e+08 6.01959e+07 1.09999e+07 0.00316841 0.000273927 0.00538809 0.00243896 0.101216
69 6 2 1 8.7022e-25 -4.46049e-27 2.14785e-26 7.86062e+06 3.27977e+07 1.48333e+07 2.71056e+06 0 2.68345e+07 0 3.27977e+07 2.68345e+07 1.48333e+07 2.71056e+06 0.00494543 -0.00271986 0.0196996 0.00657333 0.111316
63 7 0 0.94109 0.348519 0.00240379 0.00148776 1.58961e+07 6.63251e+07 2.99967e+07 5.48141e+06 0 5.4266e+07 0 6.63251e+07 5.4266e+07 2.99967e+07 5.48141e+06 0.00280299 -3.42308e-06 0.000371176 0.00601904 0.0914922
64 7 1 0.749048 0.194455 0.00144657 0.000979401 8.88014e+06 3.70516e+07 1.67572e+07 3.06212e+06 0 3.0315e+07 0 3.70516e+07 3.0315e+07 1.67572e+07 3.06212e+06 0.00445191 -0.00338786 0.00343628 0.00722941 0.102009
67 7 2 0.943586 0.163862 0.00187949 0.00070718 3.18996e+07 1.33098e+08 6.01959e+07 1.09999e+07 0 1.08899e+08 0 1.33098e+08 1.08899e+08 6.01959e+07 1.09999e+07 0.00316841 0.000273927 0.00538809 0.00243896 0.101216
58 8 0 0.88721 0.555911 0.00251523 0.0024189 3.19044e+07 1.33118e+08 6.0205e+07 1.10015e+07 0 1.08915e+08 0 1.33118e+08 1.08915e+08 6.0205e+07 1.10015e+07 0.00217365 -0.000760146 0.000540909 0.0031486 0.0833347
52 8 1 0.808432 0.756765 0.00235282 0.00298202 5.74917e+07 2.39879e+08 1.08489e+08 1.98247e+07 0 1.96265e+08 0 2.39879e+08 1.96265e+08 1.08489e+08 1.98247e+07 0.000752766 0.000106926 -0.00086971 0.00116212 0.0770649
53 8 2 0.649159 0.615336 0.0020841 0.00265555 3.86179e+07 1.6113e+08 7.28736e+07 1.33165e+07 0 1.31833e+08 0 1.6113e+08 1.31833e+08 7.28736e+07 1.33165e+07 0.000298045 0.00012517 0.000162391 0.00198852 0.0806235
62 9 0 1.13183 0.486925 0.00298686 0.00165904 3.85861e+07 1.60997e+08 7.28138e+07 1.33056e+07 0 1.31725e+08 0 1.60997e+08 1.31725e+08 7.28138e+07 1.33056e+07 0.0014331 -0.00306763 -0.000478135 0.00305012 0.0866517
58 9 1 0.88721 0.555911 0.00251523 0.0024189 3.19044e+07 1.33118e+08 6.0205e+07 1.10015e+07 0 1.08915e+08 0 1.33118e+08 1.08915e+08 6.0205e+07 1.10015e+07 0.00217365 -0.000760146 0.000540909 0.0031486 0.0833347
63 9 2 0.94109 0.348519 0.00240379 0.00148776 1.58961e+07 6.63251e+07 2.99967e+07 5.48141e+06 0 5.4266e+07 0 6.63251e+07 5.4266e+07 2.99967e+07 5.48141e+06 0.00280299 -3.42308e-06 0.000371176 0.00601904 0.0914922
57 10 0 1.0311 0.741053 0.00272829 0.0027243 3.74536e+07 1.56272e+08 7.06766e+07 1.2915e+07 0 1.27859e+08 0 1.56272e+08 1.27859e+08 7.06766e+07 1.2915e+07 0.00204993 -0.001386 -0.000247231 0.00261186 0.0793573
52 10 1 0.808432 0.756765 0.00235282 0.00298202 5.74917e+07 2.39879e+08 1.08489e+08 1.98247e+07 0 1.96265e+08 0 2.39879e+08 1.96265e+08 1.08489e+08 1.98247e+07 0.000752766 0.000106926 -0.00086971 0.00116212 0.0770649
58 10 2 0.88721 0.555911 0.00251523 0.0024189 3.19044e+07 1.33118e+08 6.0205e+07 1.10015e+07 0 1.08915e+08 0 1.33118e+08 1.08915e+08 6.0205e+07 1.10015e+07 0.00217365 -0.000760146 0.000540909 0.0031486 0.0833347
55 11 0 0.339836 0.220473 0.000587778 0.000861147 3.3649e+07 1.40398e+08 6.34972e+07 1.16031e+07 0 1.14871e+08 0 1.40398e+08 1.14871e+08 6.34972e+07 1.16031e+07 0.00202718 0.000618559 0.00164503 0.00226223 0.102233
61 11 1 0.4 2.16538e-24 1.83109e-27 3.05292e-26 2.29487e+07 9.57516e+07 4.33053e+07 7.91336e+06 0 7.83422e+07 0 9.57516e+07 7.83422e+07 4.33053e+07 7.91336e+06 5.05371e-26 -6.62335e-25 0.00449997 0.00530689 0.121023
60 11 2 0.544965 0.210143 0.000961176 0.00100438 3.52984e+07 1.47279e+08 6.66096e+07 1.21719e+07 0 1.20501e+08 0 1.47279e+08 1.20501e+08 6.66096e+07 1.21719e+07 0.00172652 0.00160252 0.00312175 0.00289041 0.102309
59 12 0 0.711068 0.398029 0.00191745 0.00199779 4.12368e+07 1.72057e+08 7.78158e+07 1.42196e+07 0 1.40774e+08 0 1.72057e+08 1.40774e+08 7.78158e+07 1.42196e+07 0.00165404 0.0018574 0.00410274 0.0019342 0.0900095
54 12 1 0.490574 0.428447 0.00151348 0.00180396 1.53673e+07 6.41189e+07 2.89988e+07 5.29908e+06 0 5.24609e+07 0 6.41189e+07 5.24609e+07 2.89988e+07 5.29908e+06 0.00329963 0.00135601 0.00289127 0.00586793 0.0888128
60 12 2 0.544965 0.210143 0.000961176 0.00100438 3.52984e+07 1.47279e+08 6.66096e+07 1.21719e+07 0 1.20501e+08 0 1.47279e+08 1.20501e+08 6.66096e+07 1.21719e+07 0.00172652 0.00160252 0.00312175 0.00289041 0.102309
59 13 0 0.711068 0.398029 0.00191745 0.00199779 4.12368e+07 1.72057e+08 7.78158e+07 1.42196e+07 0 1.40774e+08 0 1.72057e+08 1.40774e+08 7.78158e+07 1.42196e+07 0.00165404 0.0018574 0.00410274 0.0019342 0.0900095
53 13 1 0.649159 0.615336 0.0020841 0.00265555 3.86179e+07 1.6113e+08 7.28736e+07 1.33165e+07 0 1.31833e+08 0 1.6113e+08 1.31833e+08 7.28736e+07 1.33165e+07 0.000298045 0.00012517 0.000162391 0.00198852 0.0806235
54 13 2 0.490574 0.428447 0.00151348 0.00180396 1.53673e+07 6.41189e+07 2.89988e+07 5.29908e+06 0 5.24609e+07 0 6.41189e+07 5.24609e+07 2.89988e+07 5.29908e+06 0.00329963 0.00135601 0.00289127 0.00586793 0.0888128
63 14 0 0.94109 0.348519 0.00240379 0.00148776 1.58961e+07 6.63251e+07 2.99967e+07 5.48141e+06 0 5.4266e+07 0 6.63251e+07 5.4266e+07 2.99967e+07 5.48141e+06 0.00280299 -3.42308e-06 0.000371176 0.00601904 0.0914922
59 14 1 0.711068 0.398029 0.00191745 0.00199779 4.12368e+07 1.72057e+08 7.78158e+07 1.42196e+07 0 1.40774e+08 0 1.72057e+08 1.40774e+08 7.78158e+07 1.42196e+07 0.00165404 0.0018574 0.00410274 0.0019342 0.0900095
64 14 2 0.749048 0.194455 0.00144657 0.000979401 8.88014e+06 3.70516e+07 1.67572e+07 3.06212e+06 0 3.0315e+07 0 3.70516e+07 3.0315e+07 1.67572e+07 3.06212e+06 0.00445191 -0.00338786 0.00343628 0.00722941 0.102009
58 15 0 0.88721 0.555911 0.00251523 0.0024189 3.19044e+07 1.33118e+08 6.0205e+07 1.10015e+07 0 1.08915e+08 0 1.33118e+08 1.08915e+08 6.0205e+07 1.10015e+07 0.00217365 -0.000760146 0.000540909 0.0031486 0.0833347
53 15 1 0.649159 0.615336 0.0020841 0.00265555 3.86179e+07 1.6113e+08 7.28736e+07 1.33165e+07 0 1.31833e+08 0 1.6113e+08 1.31833e+08 7.28736e+07 1.33165e+07 0.000298045 0.00012517 0.000162391 0.00198852 0.0806235
59 15 2 0.711068 0.398029 0.00191745 0.00199779 4.12368e+07 1.72057e+08 7.78158e+07 1.42196e+07 0 1.40774e+08 0 1.72057e+08 1.40774e+08 7.78158e+07 1.42196e+07 0.00165404 0.0018574 0.00410274 0.0019342 0.0900095
51 16 0 0.888375 0.953261 0.00274121 0.0035184 2.31298e+07 9.65069e+07 4.36469e+07 7.97578e+06 0 7.89602e+07 0 9.65069e+07 7.89602e+07 4.36469e+07 7.97578e+06 0.00217775 -0.000543197 0.00363069 0.0044749 0.0740872
52 16 1 0.808432 0.756765 0.00235282 0.00298202 5.74917e+07 2.39879e+08 1.08489e+08 1.98247e+07 0 1.96265e+08 0 2.39879e+08 1.96265e+08 1.08489e+08 1.98247e+07 0.000752766 0.000106926 -0.00086971 0.00116212 0.0770649
57 16 2 1.0311 0.741053 0.00272829 0.0027243 3.74536e+07 1.56272e+08 7.06766e+07 1.2915e+07 0 1.27859e+08 0 1.56272e+08 1.27859e+08 7.06766e+07 1.2915e+07 0.00204993 -0.001386 -0.000247231 0.00261186 0.0793573
51 17 0 0.888375 0.953261 0.00274121 0.0035184 2.31298e+07 9.65069e+07 4.36469e+07 7.97578e+06 0 7.89602e+07 0 9.65069e+07 7.89602e+07 4.36469e+07 7.97578e+06 0.00217775 -0.000543197 0.00363069 0.0044749 0.0740872
45 17 1 0.708117 1.12659 0.00271725 0.00558462 8.78423e+06 3.66514e+07 1.65762e+07 3.02904e+06 0 2.99875e+07 0 3.66514e+07 2.99875e+07 1.65762e+07 3.02904e+06 0.00828054 -0.00147294 0.00577339 0.00823787 0.0702815
