Index_Vertex nbTriangle nbInTr x y ux uy Elast AR BR IR GR ER FR A1 A2 B12 C3 Defxx Defxy Defyx Defyy Density 
106 0 0 3.0822 0.550112 0.0304126 -0.0270509 1.14752e+07 4.78793e+07 2.16542e+07 3.95697e+06 0 3.9174e+07 0 4.78793e+07 3.9174e+07 2.16542e+07 3.95697e+06 0.00374209 -0.0154633 0.0148477 0.00975743 0.00556709
130 0 1 2.91127 0.322347 0.0249458 -0.0277636 7.52086e+06 3.13802e+07 1.41922e+07 2.5934e+06 0 2.56747e+07 0 3.13802e+07 2.56747e+07 1.41922e+07 2.5934e+06 0.00840191 -0.00892524 0.0119976 0.0161997 0.00633584
93 0 2 3.18929 0.332 0.0288993 -0.0338759 2.23332e+06 9.31835e+06 4.21438e+06 770112 0 7.6241e+06 0 9.31835e+06 7.6241e+06 4.21438e+06 770112 0.0189055 -0.0366946 0.0206521 0.0312953 0.00575477
143 1 0 3.24984 0.767841 0.035031 -0.0278653 8.63813e+06 3.60419e+07 1.63005e+07 2.97867e+06 0 2.94888e+07 0 3.60419e+07 2.94888e+07 1.63005e+07 2.97867e+06 0.0097378 -0.0189819 0.0183631 0.0103255 0.00493275
104 1 1 3.45928 0.679229 0.0357907 -0.0341814 7.26171e+06 3.02988e+07 1.37032e+07 2.50404e+06 0 2.479e+07 0 3.02988e+07 2.479e+07 1.37032e+07 2.50404e+06 0.00925504 -0.0309309 0.00938094 0.0142563 0.00487288
142 1 2 3.48386 0.877887 0.0411724 -0.0313946 3.17577e+06 1.32506e+07 5.99282e+06 1.09509e+06 0 1.08414e+07 0 1.32506e+07 1.08414e+07 5.99282e+06 1.09509e+06 0.0240865 -0.026944 0.0334212 0.0299288 0.00457614
181 2 0 3.30224 1.02113 0.0421153 -0.0241887 4.10987e+06 1.71481e+07 7.7555e+06 1.4172e+06 0 1.40302e+07 0 1.71481e+07 1.40302e+07 7.7555e+06 1.4172e+06 0.0168958 -0.00638384 0.0341666 0.0216724 0.00446513
143 2 1 3.24984 0.767841 0.035031 -0.0278653 8.63813e+06 3.60419e+07 1.63005e+07 2.97867e+06 0 2.94888e+07 0 3.60419e+07 2.94888e+07 1.63005e+07 2.97867e+06 0.0097378 -0.0189819 0.0183631 0.0103255 0.00493275
142 2 2 3.48386 0.877887 0.0411724 -0.0313946 3.17577e+06 1.32506e+07 5.99282e+06 1.09509e+06 0 1.08414e+07 0 1.32506e+07 1.08414e+07 5.99282e+06 1.09509e+06 0.0240865 -0.026944 0.0334212 0.0299288 0.00457614
144 3 0 3.03524 0.782893 0.0336216 -0.023689 1.47016e+07 6.13412e+07 2.77426e+07 5.06952e+06 0 5.01883e+07 0 6.13412e+07 5.01883e+07 2.77426e+07 5.06952e+06 0.00456571 -0.0279642 0.0157763 0.00672444 0.00526819
106 3 1 3.0822 0.550112 0.0304126 -0.0270509 1.14752e+07 4.78793e+07 2.16542e+07 3.95697e+06 0 3.9174e+07 0 4.78793e+07 3.9174e+07 2.16542e+07 3.95697e+06 0.00374209 -0.0154633 0.0148477 0.00975743 0.00556709
143 3 2 3.24984 0.767841 0.035031 -0.0278653 8.63813e+06 3.60419e+07 1.63005e+07 2.97867e+06 0 2.94888e+07 0 3.60419e+07 2.94888e+07 1.63005e+07 2.97867e+06 0.0097378 -0.0189819 0.0183631 0.0103255 0.00493275
143 4 0 3.24984 0.767841 0.035031 -0.0278653 8.63813e+06 3.60419e+07 1.63005e+07 2.97867e+06 0 2.94888e+07 0 3.60419e+07 2.94888e+07 1.63005e+07 2.97867e+06 0.0097378 -0.0189819 0.0183631 0.0103255 0.00493275
106 4 1 3.0822 0.550112 0.0304126 -0.0270509 1.14752e+07 4.78793e+07 2.16542e+07 3.95697e+06 0 3.9174e+07 0 4.78793e+07 3.9174e+07 2.16542e+07 3.95697e+06 0.00374209 -0.0154633 0.0148477 0.00975743 0.00556709
105 4 2 3.33047 0.500808 0.0324982 -0.0340375 3.48503e+06 1.4541e+07 6.5764e+06 1.20173e+06 0 1.18972e+07 0 1.4541e+07 1.18972e+07 6.5764e+06 1.20173e+06 0.0168934 -0.0231552 0.00864761 0.0231795 0.00524463
182 5 0 3.06551 0.98048 0.0372256 -0.0218522 5.0502e+06 2.10715e+07 9.52996e+06 1.74145e+06 0 1.72403e+07 0 2.10715e+07 1.72403e+07 9.52996e+06 1.74145e+06 0.0152966 -0.0196537 0.0189336 0.0149953 0.00486256
144 5 1 3.03524 0.782893 0.0336216 -0.023689 1.47016e+07 6.13412e+07 2.77426e+07 5.06952e+06 0 5.01883e+07 0 6.13412e+07 5.01883e+07 2.77426e+07 5.06952e+06 0.00456571 -0.0279642 0.0157763 0.00672444 0.00526819
143 5 2 3.24984 0.767841 0.035031 -0.0278653 8.63813e+06 3.60419e+07 1.63005e+07 2.97867e+06 0 2.94888e+07 0 3.60419e+07 2.94888e+07 1.63005e+07 2.97867e+06 0.0097378 -0.0189819 0.0183631 0.0103255 0.00493275
221 6 0 3.16678 1.21133 0.0443555 -0.0163355 1.76327e+06 7.35709e+06 3.32737e+06 608024 0 6.01944e+06 0 7.35709e+06 6.01944e+06 3.32737e+06 608024 0.0180374 -0.0127445 0.023065 0.0260924 0.00431368
220 6 1 3.00677 1.17027 0.0401525 -0.0158825 3.78583e+06 1.57961e+07 7.14403e+06 1.30546e+06 0 1.2924e+07 0 1.57961e+07 1.2924e+07 7.14403e+06 1.30546e+06 0.011861 -0.0167983 0.0319495 0.0289553 0.00463248
182 6 2 3.06551 0.98048 0.0372256 -0.0218522 5.0502e+06 2.10715e+07 9.52996e+06 1.74145e+06 0 1.72403e+07 0 2.10715e+07 1.72403e+07 9.52996e+06 1.74145e+06 0.0152966 -0.0196537 0.0189336 0.0149953 0.00486256
252 7 0 3.42703 1.50579 0.0526947 -0.0161297 5.24917e+06 2.19017e+07 9.90541e+06 1.81006e+06 0 1.79196e+07 0 2.19017e+07 1.79196e+07 9.90541e+06 1.81006e+06 0.0169916 0.0041699 0.0218106 0.0131639 0.00364681
292 7 1 3.23183 1.67017 0.0534838 -0.0116012 7.46588e+06 3.11507e+07 1.40884e+07 2.57444e+06 0 2.5487e+07 0 3.11507e+07 2.5487e+07 1.40884e+07 2.57444e+06 0.00684433 -0.0156588 0.0158474 0.0162345 0.00354586
259 7 2 3.19287 1.43937 0.0493999 -0.0134563 1.60246e+07 6.68613e+07 3.02392e+07 5.52573e+06 0 5.47047e+07 0 6.68613e+07 5.47047e+07 3.02392e+07 5.52573e+06 0.00528529 -0.0127775 0.0185084 0.00207981 0.00392184
263 8 0 2.72681 1.31488 0.0407249 -0.0102271 3.02072e+06 1.26037e+07 5.70024e+06 1.04163e+06 0 1.03121e+07 0 1.26037e+07 1.03121e+07 5.70024e+06 1.04163e+06 0.0244805 -0.0119301 0.0292135 0.0152453 0.00496038
301 8 1 2.55342 1.4965 0.0403699 -0.00236255 5.61972e+06 2.34478e+07 1.06047e+07 1.93784e+06 0 1.91846e+07 0 2.34478e+07 1.91846e+07 1.06047e+07 1.93784e+06 0.0104229 -0.0115179 0.0194282 0.0267206 0.00498234
262 8 2 2.52751 1.2927 0.0368185 -0.00609988 9.85332e+06 4.11121e+07 1.85937e+07 3.3977e+06 0 3.36372e+07 0 4.11121e+07 3.36372e+07 1.85937e+07 3.3977e+06 0.0064429 -0.0200909 0.0159371 0.014774 0.00559364
298 9 0 3.01018 1.60833 0.0507073 -0.00951831 9.29725e+06 3.8792e+07 1.75443e+07 3.20595e+06 0 3.17389e+07 0 3.8792e+07 3.17389e+07 1.75443e+07 3.20595e+06 0.0097005 -0.0134676 0.0114373 0.011411 0.00387346
299 9 1 2.78443 1.54677 0.0465841 -0.00513328 1.52423e+06 6.3597e+06 2.87628e+06 525595 0 5.20339e+06 0 6.3597e+06 5.20339e+06 2.87628e+06 525595 0.0400187 -0.0222433 0.0151525 0.0260797 0.00435063
260 9 2 2.95893 1.36288 0.0459181 -0.0119855 9.66344e+06 4.03199e+07 1.82353e+07 3.33222e+06 0 3.2989e+07 0 4.03199e+07 3.2989e+07 1.82353e+07 3.33222e+06 0.00769175 -0.00345179 0.0328437 0.00910093 0.00437091
298 10 0 3.01018 1.60833 0.0507073 -0.00951831 9.29725e+06 3.8792e+07 1.75443e+07 3.20595e+06 0 3.17389e+07 0 3.8792e+07 3.17389e+07 1.75443e+07 3.20595e+06 0.0097005 -0.0134676 0.0114373 0.011411 0.00387346
335 10 1 2.84277 1.78797 0.0514925 -0.00254142 5.67316e+06 2.36708e+07 1.07055e+07 1.95626e+06 0 1.9367e+07 0 2.36708e+07 1.9367e+07 1.07055e+07 1.95626e+06 0.0195023 -0.021019 0.0209629 0.00450717 0.00379614
299 10 2 2.78443 1.54677 0.0465841 -0.00513328 1.52423e+06 6.3597e+06 2.87628e+06 525595 0 5.20339e+06 0 6.3597e+06 5.20339e+06 2.87628e+06 525595 0.0400187 -0.0222433 0.0151525 0.0260797 0.00435063
263 11 0 2.72681 1.31488 0.0407249 -0.0102271 3.02072e+06 1.26037e+07 5.70024e+06 1.04163e+06 0 1.03121e+07 0 1.26037e+07 1.03121e+07 5.70024e+06 1.04163e+06 0.0244805 -0.0119301 0.0292135 0.0152453 0.00496038
299 11 1 2.78443 1.54677 0.0465841 -0.00513328 1.52423e+06 6.3597e+06 2.87628e+06 525595 0 5.20339e+06 0 6.3597e+06 5.20339e+06 2.87628e+06 525595 0.0400187 -0.0222433 0.0151525 0.0260797 0.00435063
301 11 2 2.55342 1.4965 0.0403699 -0.00236255 5.61972e+06 2.34478e+07 1.06047e+07 1.93784e+06 0 1.91846e+07 0 2.34478e+07 1.91846e+07 1.06047e+07 1.93784e+06 0.0104229 -0.0115179 0.0194282 0.0267206 0.00498234
183 12 0 2.80614 0.892824 0.0328654 -0.0165237 6.53138e+06 2.72516e+07 1.2325e+07 2.2522e+06 0 2.22968e+07 0 2.72516e+07 2.22968e+07 1.2325e+07 2.2522e+06 0.0137412 -0.0200381 0.0136031 0.0121386 0.00564187
223 12 1 2.62138 1.07738 0.0337806 -0.0107024 1.28296e+07 5.35304e+07 2.421e+07 4.424e+06 0 4.37976e+07 0 5.35304e+07 4.37976e+07 2.421e+07 4.424e+06 0.00855229 -0.0270122 0.0146003 0.0060453 0.00581679
213 12 2 2.54703 0.837639 0.029779 -0.0110044 1.18566e+07 4.94705e+07 2.23739e+07 4.08847e+06 0 4.04759e+07 0 4.94705e+07 4.04759e+07 2.23739e+07 4.08847e+06 0.00696045 -0.0241685 0.0111158 0.00966791 0.00668772
144 13 0 3.03524 0.782893 0.0336216 -0.023689 1.47016e+07 6.13412e+07 2.77426e+07 5.06952e+06 0 5.01883e+07 0 6.13412e+07 5.01883e+07 2.77426e+07 5.06952e+06 0.00456571 -0.0279642 0.0157763 0.00672444 0.00526819
183 13 1 2.80614 0.892824 0.0328654 -0.0165237 6.53138e+06 2.72516e+07 1.2325e+07 2.2522e+06 0 2.22968e+07 0 2.72516e+07 2.22968e+07 1.2325e+07 2.2522e+06 0.0137412 -0.0200381 0.0136031 0.0121386 0.00564187
145 13 2 2.88839 0.692444 0.0308596 -0.0210635 4.98945e+06 2.0818e+07 9.41531e+06 1.7205e+06 0 1.70329e+07 0 2.0818e+07 1.70329e+07 9.41531e+06 1.7205e+06 0.0160222 -0.0257934 0.018634 0.0143611 0.00578496
222 14 0 2.84749 1.12156 0.0370523 -0.014358 6.88006e+06 2.87064e+07 1.2983e+07 2.37243e+06 0 2.34871e+07 0 2.87064e+07 2.34871e+07 1.2983e+07 2.37243e+06 0.0114371 -0.00928865 0.0312022 0.0142472 0.0050622
223 14 1 2.62138 1.07738 0.0337806 -0.0107024 1.28296e+07 5.35304e+07 2.421e+07 4.424e+06 0 4.37976e+07 0 5.35304e+07 4.37976e+07 2.421e+07 4.424e+06 0.00855229 -0.0270122 0.0146003 0.0060453 0.00581679
