Index_Vertex nbTriangle nbInTr x y ux uy Elast AR BR IR GR ER FR A1 A2 B12 C3 Defxx Defxy Defyx Defyy Density 
105 0 0 -1.2502 0.372577 -0.00147802 0.000243005 1.08319e+08 4.31408e+08 2.05176e+08 3.73514e+07 0 3.90322e+08 0 4.31408e+08 3.90322e+08 2.05176e+08 3.73514e+07 0.000731182 9.69345e-05 -0.00204036 0.000872691 0.0512699
108 0 1 -1.4379 0.222226 -0.00144225 -0.000205454 5.33883e+07 2.12633e+08 1.01127e+08 1.84098e+07 0 1.92382e+08 0 2.12633e+08 1.92382e+08 1.01127e+08 1.84098e+07 0.00156569 0.00218386 -0.00109128 0.00157249 0.0518396
106 0 2 -1.25346 0.0883133 -0.000994723 -0.000156477 3.6838e+07 1.46717e+08 6.97778e+07 1.27028e+07 0 1.32744e+08 0 1.46717e+08 1.32744e+08 6.97778e+07 1.27028e+07 0.00137755 0.00141938 -0.00138417 0.00192057 0.0566794
101 1 0 -1.03326 0.206881 -0.00100997 0.000246134 1.648e+08 6.56358e+08 3.12161e+08 5.68275e+07 0 5.93848e+08 0 6.56358e+08 5.93848e+08 3.12161e+08 5.68275e+07 0.000385415 0.000953173 -0.00214719 0.000464425 0.0612357
106 1 1 -1.25346 0.0883133 -0.000994723 -0.000156477 3.6838e+07 1.46717e+08 6.97778e+07 1.27028e+07 0 1.32744e+08 0 1.46717e+08 1.32744e+08 6.97778e+07 1.27028e+07 0.00137755 0.00141938 -0.00138417 0.00192057 0.0566794
103 1 2 -1 6.73561e-24 -1.18306e-26 2.83104e-26 9.34505e+06 3.72191e+07 1.77012e+07 3.22243e+06 0 3.36744e+07 0 3.72191e+07 3.36744e+07 1.77012e+07 3.22243e+06 4.43659e-25 8.15219e-25 -0.00856996 0.00264808 0.0735377
105 2 0 -1.2502 0.372577 -0.00147802 0.000243005 1.08319e+08 4.31408e+08 2.05176e+08 3.73514e+07 0 3.90322e+08 0 4.31408e+08 3.90322e+08 2.05176e+08 3.73514e+07 0.000731182 9.69345e-05 -0.00204036 0.000872691 0.0512699
107 2 1 -1.45564 0.408865 -0.00178423 0.000113484 3.79097e+07 1.50985e+08 7.18078e+07 1.30723e+07 0 1.36606e+08 0 1.50985e+08 1.36606e+08 7.18078e+07 1.30723e+07 0.00184569 0.00115279 -0.00165282 0.00222824 0.0492487
108 2 2 -1.4379 0.222226 -0.00144225 -0.000205454 5.33883e+07 2.12633e+08 1.01127e+08 1.84098e+07 0 1.92382e+08 0 2.12633e+08 1.92382e+08 1.01127e+08 1.84098e+07 0.00156569 0.00218386 -0.00109128 0.00157249 0.0518396
101 3 0 -1.03326 0.206881 -0.00100997 0.000246134 1.648e+08 6.56358e+08 3.12161e+08 5.68275e+07 0 5.93848e+08 0 6.56358e+08 5.93848e+08 3.12161e+08 5.68275e+07 0.000385415 0.000953173 -0.00214719 0.000464425 0.0612357
