Index_Vertex nbTriangle nbInTr x y ux uy Elast AR BR IR GR ER FR A1 A2 B12 C3 Defxx Defxy Defyx Defyy Density 
547 0 0 -1.06825 7.89943 0.00664275 0.0852326 1.32204e+07 5.51611e+07 2.49475e+07 4.55877e+06 0 4.51318e+07 0 5.51611e+07 4.51318e+07 2.49475e+07 4.55877e+06 0.00662872 -0.0103043 0.00199169 0.0060737 0.000125525
546 0 1 -1.44082 7.94377 0.00460501 0.0877091 1.33496e+07 5.57002e+07 2.51914e+07 4.60332e+06 0 4.55729e+07 0 5.57002e+07 4.55729e+07 2.51914e+07 4.60332e+06 0.00549663 -0.00740776 0.00313722 0.00669078 0.000130452
530 0 2 -1.27583 7.60614 0.00368815 0.0846055 1.27332e+07 5.31281e+07 2.40281e+07 4.39075e+06 0 4.34685e+07 0 5.31281e+07 4.34685e+07 2.40281e+07 4.39075e+06 0.0059251 0.00120837 0.00787548 0.00866452 0.000138329
540 1 0 -1.77118 7.48061 -0.00207719 0.0831254 4.71657e+06 1.96795e+07 8.90037e+06 1.6264e+06 0 1.61014e+07 0 1.96795e+07 1.61014e+07 8.90037e+06 1.6264e+06 0.0118045 -0.00179693 0.00899796 0.0164083 0.00015611
527 1 1 -1.46942 7.33686 -0.000900607 0.0816712 1.05683e+07 4.40952e+07 1.99428e+07 3.64423e+06 0 3.60779e+07 0 4.40952e+07 3.60779e+07 1.99428e+07 3.64423e+06 0.00563843 0.00633061 0.0138666 0.00851774 0.000154197
539 1 2 -1.60296 7.71002 0.00207379 0.086393 7.05207e+06 2.94242e+07 1.33076e+07 2.43175e+06 0 2.40743e+07 0 2.94242e+07 2.40743e+07 1.33076e+07 2.43175e+06 0.00910952 -0.00516507 0.00838894 0.0132909 0.000141553
530 2 0 -1.27583 7.60614 0.00368815 0.0846055 1.27332e+07 5.31281e+07 2.40281e+07 4.39075e+06 0 4.34685e+07 0 5.31281e+07 4.34685e+07 2.40281e+07 4.39075e+06 0.0059251 0.00120837 0.00787548 0.00866452 0.000138329
527 2 1 -1.46942 7.33686 -0.000900607 0.0816712 1.05683e+07 4.40952e+07 1.99428e+07 3.64423e+06 0 3.60779e+07 0 4.40952e+07 3.60779e+07 1.99428e+07 3.64423e+06 0.00563843 0.00633061 0.0138666 0.00851774 0.000154197
512 2 2 -1.14193 7.22707 0.00355374 0.0789975 768976 3.20849e+06 1.45109e+06 265164 0 2.62513e+06 0 3.20849e+06 2.62513e+06 1.45109e+06 265164 0.0196399 -0.0151179 -0.00275732 0.0288062 0.000154038
541 3 0 -0.820881 7.76035 0.00753782 0.0815976 2.25146e+07 9.39402e+07 4.24861e+07 7.76365e+06 0 7.68602e+07 0 9.39402e+07 7.68602e+07 4.24861e+07 7.76365e+06 0.00353554 -0.00835396 0.00210103 0.00527035 0.000125675
