Index_Vertex nbTriangle nbInTr x y ux uy Elast AR BR IR GR ER FR A1 A2 B12 C3 Defxx Defxy Defyx Defyy Density 
843 0 0 -3.89659 13.4765 -0.160359 0.364261 6.75108e+06 2.81683e+07 1.27396e+07 2.32796e+06 0 2.30468e+07 0 2.81683e+07 2.30468e+07 1.27396e+07 2.32796e+06 0.0119247 0.00666303 -0.0124798 0.0111569 0.000622955
808 0 1 -4.20278 13.529 -0.163965 0.361051 8.85876e+06 3.69624e+07 1.67169e+07 3.05474e+06 0 3.0242e+07 0 3.69624e+07 3.0242e+07 1.67169e+07 3.05474e+06 0.00786155 0.0182538 -0.00951041 0.0118927 0.000613052
804 0 2 -4.11327 13.2902 -0.16079 0.359602 6.68187e+06 2.78795e+07 1.2609e+07 2.30409e+06 0 2.28105e+07 0 2.78795e+07 2.28105e+07 1.2609e+07 2.30409e+06 0.0120595 0.0144623 -0.0121293 0.0127996 0.000635607
886 1 0 -3.73806 14.1256 -0.165938 0.371276 1.91646e+06 7.99625e+06 3.61644e+06 660847 0 6.54238e+06 0 7.99625e+06 6.54238e+06 3.61644e+06 660847 0.0186055 -0.0119041 -0.0169506 0.0272109 0.000581037
848 1 1 -3.94457 13.7738 -0.164012 0.367067 9.19595e+06 3.83693e+07 1.73532e+07 3.17102e+06 0 3.13931e+07 0 3.83693e+07 3.13931e+07 1.73532e+07 3.17102e+06 0.00981282 -0.0033485 -0.0106788 0.00566888 0.00060114
881 1 2 -3.67361 13.8473 -0.163051 0.367973 2.33142e+07 9.72764e+07 4.39949e+07 8.03937e+06 0 7.95898e+07 0 9.72764e+07 7.95898e+07 4.39949e+07 8.03937e+06 0.00253711 0.00189606 -0.00823476 0.0047961 0.000596924
809 2 0 -4.31807 13.7566 -0.168743 0.362983 3.11417e+06 1.29936e+07 5.87658e+06 1.07385e+06 0 1.06311e+07 0 1.29936e+07 1.06311e+07 5.87658e+06 1.07385e+06 0.0131008 0.0067898 -0.00472326 0.025189 0.000598761
808 2 1 -4.20278 13.529 -0.163965 0.361051 8.85876e+06 3.69624e+07 1.67169e+07 3.05474e+06 0 3.0242e+07 0 3.69624e+07 3.0242e+07 1.67169e+07 3.05474e+06 0.00786155 0.0182538 -0.00951041 0.0118927 0.000613052
848 2 2 -3.94457 13.7738 -0.164012 0.367067 9.19595e+06 3.83693e+07 1.73532e+07 3.17102e+06 0 3.13931e+07 0 3.83693e+07 3.13931e+07 1.73532e+07 3.17102e+06 0.00981282 -0.0033485 -0.0106788 0.00566888 0.00060114
847 3 0 -4.08356 14.0468 -0.169231 0.370274 6.50062e+06 2.71233e+07 1.2267e+07 2.24159e+06 0 2.21918e+07 0 2.71233e+07 2.21918e+07 1.2267e+07 2.24159e+06 0.00713959 0.0151276 -0.000800824 0.0171062 0.000585875
809 3 1 -4.31807 13.7566 -0.168743 0.362983 3.11417e+06 1.29936e+07 5.87658e+06 1.07385e+06 0 1.06311e+07 0 1.29936e+07 1.06311e+07 5.87658e+06 1.07385e+06 0.0131008 0.0067898 -0.00472326 0.025189 0.000598761
